CATEGORY;OEM;BRAND;MODEL;YEAR;GENERATION;GEN_START;GEN_END;ENGINE;ENGINE_VOLUME;ENGINE_TYPE;BODY_TYPE;TRANSMISSION;PRODUCT_CATEGORY;TITLE;ID;STATE;DESCRIPTION;PRICE;CURRENCY;NDS;DISCOUNT;CITY;PHONE;PHOTO;VIDEO;IMPORTER
Проводка двери задней левой;4H0971687CH;Audi;A8;2010;D3 · 2-й Рестайлинг;;;Бензин;4200;;;;;;AV105617827;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0982.jpg,https://avcdn.av.by/advertmedium/0011/6796/1056.jpg,https://avcdn.av.by/advertmedium/0011/6796/1203.jpg,https://avcdn.av.by/advertmedium/0011/6796/1293.jpg";;
Радиатор отопителя;;Mitsubishi;"Lancer";1994;VI · 2-й рестайлинг;;;Бензин;1300;;;;;;AV106827142;0;Оригинал;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0107.jpg,https://avcdn.av.by/advertmedium/0011/6796/0142.jpg,https://avcdn.av.by/advertmedium/0011/6796/0224.jpg,https://avcdn.av.by/advertmedium/0011/6796/0329.jpg,https://avcdn.av.by/advertmedium/0011/6796/0464.jpg";;
Датчик ускорения;AH4214B296AC;"Land Rover";"Range Rover Sport";2011;I · Рестайлинг;;;;;;;;;;AV95754915;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/1021.jpg,https://avcdn.av.by/advertmedium/0011/6796/1183.jpg";;
Петли левой задней двери;;"Mercedes-Benz";S-Класс;;W220;;;Дизель;3200;;;;;;AV103773602;0;Цена за штуку;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0865.jpg,https://avcdn.av.by/advertmedium/0011/6796/0988.jpg,https://avcdn.av.by/advertmedium/0011/6796/1112.jpg";;
Патрубок интеркулера;1K0145828F,1K0145840R;"Volkswagen";Passat CC;2011;I;;;Бензин;2000;;;;;;AV157112038;0;Оригинал. Хорошее состояние;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0913.jpg,https://avcdn.av.by/advertmedium/0011/6796/0993.jpg,https://avcdn.av.by/advertmedium/0011/6796/1083.jpg,https://avcdn.av.by/advertmedium/0011/6796/1213.jpg,https://avcdn.av.by/advertmedium/0011/6796/1308.jpg";;
Жгут проводов (Проводка);;Peugeot;308;2010;T7;;;Бензин;1600;;;;;;AV152970557;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/1123.jpg,https://avcdn.av.by/advertmedium/0011/6796/1233.jpg";;
Молдинг заднего бампера;A2208851021;"Mercedes-Benz";S-Класс;;W220;;;Дизель;3200;;;;;;AV103153824;0;Цена за штуку;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0828.jpg,https://avcdn.av.by/advertmedium/0011/6796/0918.jpg,https://avcdn.av.by/advertmedium/0011/6796/1048.jpg,https://avcdn.av.by/advertmedium/0011/6796/1188.jpg";;
Кулак поворотный левый;;"Volkswagen";Passat;2009;B6;;;;;;;;;;AV101788832;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/1328.jpg,https://avcdn.av.by/advertmedium/0011/6796/1440.jpg,https://avcdn.av.by/advertmedium/0011/6796/1528.jpg";;
Датчик дождя;81A955555A;Audi;Q5;2018;FY;;;;;;;;;;AV102926239;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/1106.jpg,https://avcdn.av.by/advertmedium/0011/6796/1243.jpg";;
Датчик удара;8983AF4010;Toyota;C-HR;2019;I;;;;;;;;;;AV97047965;0;Цена за штуку;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0813.jpg,https://avcdn.av.by/advertmedium/0011/6796/1066.jpg,https://avcdn.av.by/advertmedium/0011/6796/1208.jpg";;
Трос двери передней;41251168;"Volkswagen";"Crafter";2007;;;;;;;;;;;AV104380061;0;Правый;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0808.jpg,https://avcdn.av.by/advertmedium/0011/6796/0908.jpg";;
Клапан электромагнитный;;Audi;A8;2010;D4;;;Бензин;4200;;;;;;AV108301950;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9647.jpg,https://avcdn.av.by/advertmedium/0011/6795/9696.jpg,https://avcdn.av.by/advertmedium/0011/6795/9876.jpg";;
Держатель щетки стеклоочистителя;;Audi;80;1988;B3;;;Бензин;1800;;;;;;AV107619484;0;Оригинал. В хорошем состоянии. Цена за пару;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0885.jpg,https://avcdn.av.by/advertmedium/0011/6796/0964.jpg,https://avcdn.av.by/advertmedium/0011/6796/1097.jpg";;
Замок правой передней двери;A9067201835;"Volkswagen";"Crafter";2007;;;;;;;;;;;AV104380060;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/1088.jpg,https://avcdn.av.by/advertmedium/0011/6796/1223.jpg,https://avcdn.av.by/advertmedium/0011/6796/1323.jpg,https://avcdn.av.by/advertmedium/0011/6796/1408.jpg,https://avcdn.av.by/advertmedium/0011/6796/1538.jpg";;
Крепление переднего бампера;A2038800130;"Mercedes-Benz";C-Класс;2004;W203, S203, CL203;;;Дизель;2200;;;;;;AV102925980;0;Цена за пару;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0834.jpg,https://avcdn.av.by/advertmedium/0011/6796/1095.jpg,https://avcdn.av.by/advertmedium/0011/6796/1253.jpg";;
Жгут проводов (Проводка);59796D3000;Kia;"Sportage";2018;IV · Рестайлинг;;;Дизель;1600;;;;;;AV103242627;0;Англия . Проводка суппорта заднего правого;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9671.jpg,https://avcdn.av.by/advertmedium/0011/6795/9736.jpg,https://avcdn.av.by/advertmedium/0011/6795/9856.jpg";;
Термостат;1k0121113a;"Volkswagen";Passat;2009;B6;;;;;;;;;;AV153571127;0;Термостат на Passat, Audi Q5 и другие автомобили концерна VAG 1k0121113a, в отличном состоянии;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0933.jpg";;
Ключ зажигания;5K0837202BH;"Volkswagen";"Multivan";2016;T6;;;;;;;;;;AV108290458;0;Цена за штуку;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0758.jpg,https://avcdn.av.by/advertmedium/0011/6796/0848.jpg,https://avcdn.av.by/advertmedium/0011/6796/0943.jpg";;
Вентилятор охлаждения;;Audi;80;1988;B3;;;Бензин;1800;;;;;;AV107620761;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0710.jpg,https://avcdn.av.by/advertmedium/0011/6796/0818.jpg,https://avcdn.av.by/advertmedium/0011/6796/0979.jpg,https://avcdn.av.by/advertmedium/0011/6796/1073.jpg";;
Патрубок системы охлаждения двигателя;;"Mercedes-Benz";S-Класс;;W220;;;Дизель;3200;;;АКПП;;;AV152964752;0;нижний;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0893.jpg";;
Панель (плата) фонаря заднего правого;3c8945258a;"Volkswagen";Passat CC;2010;I;;;;;;;;;;AV155022067;0;Европа, оригинал. Хорошее состояние;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0883.jpg,https://avcdn.av.by/advertmedium/0011/6796/0923.jpg";;
Молдинг передней правой двери;;"Volkswagen";Golf;1994;III;;;Бензин;1400;;;;;;AV103790232;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0698.jpg,https://avcdn.av.by/advertmedium/0011/6796/0768.jpg";;
Пассажирская подушка безопасности;3C0880204B;"Volkswagen";Passat;2006;B6;;;;;;;;;;AV103375512;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0633.jpg,https://avcdn.av.by/advertmedium/0011/6796/0773.jpg,https://avcdn.av.by/advertmedium/0011/6796/0873.jpg,https://avcdn.av.by/advertmedium/0011/6796/0973.jpg,https://avcdn.av.by/advertmedium/0011/6796/1078.jpg";;
Накладка левого зеркала заднего вида;9680364280dt;Peugeot;308;2012;T7 · Рестайлинг;;;;;;;;;;AV156621419;0;Оригинал. Хорошее состояние.;20;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0648.jpg,https://avcdn.av.by/advertmedium/0011/6796/0753.jpg";;
Фонарь крышки багажника правый;;Audi;80;1988;B3;;;Бензин;1800;;;;;;AV108085400;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0743.jpg,https://avcdn.av.by/advertmedium/0011/6796/0866.jpg,https://avcdn.av.by/advertmedium/0011/6796/0998.jpg,https://avcdn.av.by/advertmedium/0011/6796/1133.jpg";;
Трапеция дворников;0390241097;Audi;80;1988;B3;;;Бензин;1800;;;;;;AV107157145;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0658.jpg,https://avcdn.av.by/advertmedium/0011/6796/0789.jpg,https://avcdn.av.by/advertmedium/0011/6796/0903.jpg";;
Насос омывателя стекла;BV6117K624BA;"Ford";Focus;;;;;;;;;;;;AV101556631;0;Оригинал;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0608.jpg,https://avcdn.av.by/advertmedium/0011/6796/0730.jpg,https://avcdn.av.by/advertmedium/0011/6796/0795.jpg,https://avcdn.av.by/advertmedium/0011/6796/0858.jpg";;
Механический стеклоподъемник;8D0839400A;Audi;A4;1996;B5;;;;;;;;;;AV98639255;0;В сборе;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0578.jpg,https://avcdn.av.by/advertmedium/0011/6796/0683.jpg";;
Педаль газа;0280755025;"Mercedes-Benz";"Sprinter";2009;;;;;;;;;;;AV155022066;0;Европа, оригинал. Хорошее состояние;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0643.jpg,https://avcdn.av.by/advertmedium/0011/6796/0718.jpg";;
Замок капота;A2118800264;"Mercedes-Benz";S-Класс;;W220;;;Дизель;3200;;;;;;AV102902679;0;Европа. Левый руль;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0638.jpg,https://avcdn.av.by/advertmedium/0011/6796/0780.jpg,https://avcdn.av.by/advertmedium/0011/6796/0898.jpg,https://avcdn.av.by/advertmedium/0011/6796/1008.jpg,https://avcdn.av.by/advertmedium/0011/6796/1198.jpg";;
Жгут проводов (Проводка);59795D3000;Kia;"Sportage";2018;IV · Рестайлинг;;;Дизель;1600;;;;;;AV103242371;0;Англия . Проводка суппорта заднего левого;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9768.jpg,https://avcdn.av.by/advertmedium/0011/6795/9806.jpg,https://avcdn.av.by/advertmedium/0011/6796/0077.jpg";;
Блок управления ТНВД;9647428280;Peugeot;407;2005;I;;;;;;;;;;AV97161110;0;Оригинал.Хорошее состояние;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0688.jpg,https://avcdn.av.by/advertmedium/0011/6796/0803.jpg,https://avcdn.av.by/advertmedium/0011/6796/0882.jpg,https://avcdn.av.by/advertmedium/0011/6796/0948.jpg";;
Насос омывателя стекла;8533033020;Toyota;"Avensis";2003;II (T250);;;;;;;;;;AV102558321;0;Европа. Левый руль . Оригинал.;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9291.jpg,https://avcdn.av.by/advertmedium/0011/6795/9371.jpg";;
Салонное зеркало заднего вида;4b0971834;"Volkswagen";Passat CC;2010;I;;;;;;;;;;AV155022064;0;Европа, оригинал. Хорошее состояние;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0593.jpg,https://avcdn.av.by/advertmedium/0011/6796/0666.jpg,https://avcdn.av.by/advertmedium/0011/6796/0738.jpg";;
Накладка на заднее крыло;;"Mercedes-Benz";S-Класс;;W220;;;Дизель;3200;;;АКПП;;;AV152953000;0;правый левый. цена за штуку;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0299.jpg,https://avcdn.av.by/advertmedium/0011/6796/0463.jpg";;
Патрубок интеркулера;1KO145838D;"Volkswagen";Passat;2005;B6;;;;;;;;;;AV100213653;0;Цена за штуку;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0623.jpg,https://avcdn.av.by/advertmedium/0011/6796/0796.jpg";;
Блок ABS;1K0907379K;"Volkswagen";"Touran";2005;I;;;Бензин;1600;;;МКПП;;;AV107479445;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0533.jpg,https://avcdn.av.by/advertmedium/0011/6796/0618.jpg";;
Левый задний подкрылок;A2518841122;"Mercedes-Benz";R-Класс;;W251;;;Дизель;3000;;;;;;AV103153044;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0587.jpg,https://avcdn.av.by/advertmedium/0011/6796/0723.jpg,https://avcdn.av.by/advertmedium/0011/6796/0853.jpg,https://avcdn.av.by/advertmedium/0011/6796/0958.jpg";;
Разъем USB/AUX;LR021802,AH2219C166AA,A2C53326068;"Land Rover";"Range Rover Sport";2011;I · Рестайлинг;;;;;;;;;;AV98026132;0;Оригинал. Запчасть в хорошем состоянии.;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0528.jpg,https://avcdn.av.by/advertmedium/0011/6796/0584.jpg,https://avcdn.av.by/advertmedium/0011/6796/0693.jpg,https://avcdn.av.by/advertmedium/0011/6796/0763.jpg,https://avcdn.av.by/advertmedium/0011/6796/0843.jpg,https://avcdn.av.by/advertmedium/0011/6796/0967.jpg";;
Датчик положения распредвала;030907601e;"Volkswagen";Golf;2007;V;;;;;;;;;;AV157070227;0;;20;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0386.jpg,https://avcdn.av.by/advertmedium/0011/6796/0409.jpg,https://avcdn.av.by/advertmedium/0011/6796/0496.jpg";;
Пластик салона;3c8867166d;"Volkswagen";Passat CC;2010;I;;;;;;;;;;AV155022061;0;Европа, оригинал. Хорошее состояние;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0304.jpg,https://avcdn.av.by/advertmedium/0011/6796/0481.jpg,https://avcdn.av.by/advertmedium/0011/6796/0559.jpg";;
Левый передний подкрылок;A2116981330;"Mercedes-Benz";E-Класс;2004;W211, S211;;;Дизель;3200;;;АКПП;;;AV108354963;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0568.jpg,https://avcdn.av.by/advertmedium/0011/6796/0678.jpg,https://avcdn.av.by/advertmedium/0011/6796/0781.jpg";;
Домкрат;2205830015;"Mercedes-Benz";S-Класс;2001;W220;;;;;;;;;;AV100214163;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0364.jpg,https://avcdn.av.by/advertmedium/0011/6796/0501.jpg";;
Катушка зажигания;;Audi;80;1988;B3;;;Бензин;1800;;;;;;AV107619475;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0334.jpg,https://avcdn.av.by/advertmedium/0011/6796/0471.jpg,https://avcdn.av.by/advertmedium/0011/6796/0573.jpg";;
Задний амортизатор;;Mitsubishi;"Lancer";1994;VII;;;Бензин;1300;;;АКПП;;;AV106919533;0;Цена за штуку. В хорошем состоянии. Сняты с одного авто.;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9107.jpg,https://avcdn.av.by/advertmedium/0011/6795/9186.jpg,https://avcdn.av.by/advertmedium/0011/6795/9231.jpg";;
Пассажирская подушка безопасности;3C0880204G;"Volkswagen";Passat;2008;B6;;;;;;;;;;AV105386387;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0521.jpg,https://avcdn.av.by/advertmedium/0011/6796/0603.jpg,https://avcdn.av.by/advertmedium/0011/6796/0732.jpg";;
Задний амортизатор;;Mitsubishi;"Lancer";1994;VI · 2-й рестайлинг;;;Бензин;1300;;;АКПП;;;AV106919533;0;Цена за штуку. В хорошем состоянии. Сняты с одного авто.;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9107.jpg,https://avcdn.av.by/advertmedium/0011/6795/9186.jpg,https://avcdn.av.by/advertmedium/0011/6795/9231.jpg";;
Обшивка передней правой стойки;7H5867233A;"Volkswagen";"Transporter";2012;T5 · Рестайлинг;;;;;;;;;;AV152952780;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0562.jpg,https://avcdn.av.by/advertmedium/0011/6796/0653.jpg,https://avcdn.av.by/advertmedium/0011/6796/0748.jpg";;
Молдинг переднего бампера;A2208852121;"Mercedes-Benz";S-Класс;;W220;;;Дизель;3200;;;;;;AV100213903;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0374.jpg,https://avcdn.av.by/advertmedium/0011/6796/0458.jpg";;
Пластик салона;3c8867363d;"Volkswagen";Passat CC;2010;I;;;;;;;;;;AV155022058;0;Европа, оригинал. Хорошее состояние;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0279.jpg,https://avcdn.av.by/advertmedium/0011/6796/0343.jpg,https://avcdn.av.by/advertmedium/0011/6796/0426.jpg";;
Правый задний подкрылок;;"Land Rover";"Range Rover Sport";2016;II;;;;;;;;;;AV103145870;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0340.jpg,https://avcdn.av.by/advertmedium/0011/6796/0538.jpg,https://avcdn.av.by/advertmedium/0011/6796/0703.jpg";;
Датчик температуры выхлопных газов;A0071539528;"Mercedes-Benz";E-Класс;2008;W211, S211 · Рестайлинг;;;Дизель;;;;;;;AV98625166;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0379.jpg";;
Правое зеркало заднего вида;;"Volkswagen";Golf;1994;III;;;Бензин;1400;;;МКПП;;;AV103789966;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0516.jpg,https://avcdn.av.by/advertmedium/0011/6796/0598.jpg,https://avcdn.av.by/advertmedium/0011/6796/0711.jpg,https://avcdn.av.by/advertmedium/0011/6796/0823.jpg";;
Пластиковая обшивка моторного отсека;CPLA6A950DA;"Land Rover";"Range Rover Sport";2015;II;;;;3000;;;;;;AV101213070;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0349.jpg,https://avcdn.av.by/advertmedium/0011/6796/0421.jpg,https://avcdn.av.by/advertmedium/0011/6796/0551.jpg,https://avcdn.av.by/advertmedium/0011/6796/0665.jpg";;
Кнопка аварийной сигнализации;9659215177,03069010,706300,706380;Peugeot;308;2008;T7;;;;;;;;;;AV156613689;0;Оригинал. Полностью исправна. Хорошее состояние.;20;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0264.jpg,https://avcdn.av.by/advertmedium/0011/6796/0311.jpg,https://avcdn.av.by/advertmedium/0011/6796/0491.jpg";;
Салонное зеркало заднего вида;4b0971834;"Volkswagen";Passat CC;2013;I · Рестайлинг;;;;;;;;;;AV155022056;0;Европа, оригинал. Присутствуют загрязнения из-за транспортировки, но в остальном состояние хорошее;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0391.jpg,https://avcdn.av.by/advertmedium/0011/6796/0408.jpg";;
Кулак задний правый;;"Volkswagen";Passat;2009;B6;;;;;;;;;;AV101789838;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0324.jpg,https://avcdn.av.by/advertmedium/0011/6796/0396.jpg";;
Лючок топливного бака;9680363377;Peugeot;308;2008;T7;;;;;;;;;;AV156613688;0;Оригинал. Полностью исправен. Хорошее состояние.;20;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0229.jpg,https://avcdn.av.by/advertmedium/0011/6796/0312.jpg";;
Козырек солнцезащитный;A9066900092,A9066900192;"Volkswagen";"Crafter";2013;;;;Дизель;2000;;;;;;AV103086221;0;Цена за штуку;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0137.jpg,https://avcdn.av.by/advertmedium/0011/6796/0234.jpg,https://avcdn.av.by/advertmedium/0011/6796/0357.jpg,https://avcdn.av.by/advertmedium/0011/6796/0441.jpg";;
Динамик двери передней левой;2208200702;"Mercedes-Benz";S-Класс;;W220;;;Дизель;3200;;;;;;AV99946126;0;Европа,левый руль .;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0147.jpg";;
Накладка на порог внутренняя задняя правая;85886F1000;Kia;"Sportage";2018;IV;;;;;;;;;;AV96953229;0;Цена за штуку. В наличии левая и правая сторона;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0157.jpg,https://avcdn.av.by/advertmedium/0011/6796/0171.jpg,https://avcdn.av.by/advertmedium/0011/6796/0294.jpg,https://avcdn.av.by/advertmedium/0011/6796/0449.jpg,https://avcdn.av.by/advertmedium/0011/6796/0550.jpg,https://avcdn.av.by/advertmedium/0011/6796/0628.jpg";;
Заглушка заднего бампера;8U0807731B,8U0807441J;Audi;Q3;2017;8U · Рестайлинг;;;;;;;;;;AV152951930;0;цена за штуку . оригинал.;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0072.jpg,https://avcdn.av.by/advertmedium/0011/6796/0272.jpg";;
Салонное зеркало заднего вида;4b0971834;"Volkswagen";Passat CC;2013;I · Рестайлинг;;;;;;;;;;AV155022055;0;Европа, оригинал. Cостояние хорошее;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0127.jpg,https://avcdn.av.by/advertmedium/0011/6796/0214.jpg";;
Левая передняя стойка;;Mitsubishi;"Lancer";1994;VII;;;Бензин;1300;;;;;;AV106816106;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/8926.jpg,https://avcdn.av.by/advertmedium/0011/6795/9076.jpg,https://avcdn.av.by/advertmedium/0011/6795/9181.jpg,https://avcdn.av.by/advertmedium/0011/6795/9261.jpg";;
Пластик салона;3c8867363d;"Volkswagen";Passat CC;2010;I;;;;;;;;;;AV155022054;0;Европа, оригинал. Хорошее состояние;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0027.jpg,https://avcdn.av.by/advertmedium/0011/6796/0192.jpg,https://avcdn.av.by/advertmedium/0011/6796/0271.jpg";;
Левая передняя стойка;;Mitsubishi;"Lancer";1994;VI · 2-й рестайлинг;;;Бензин;1300;;;;;;AV106816106;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/8926.jpg,https://avcdn.av.by/advertmedium/0011/6795/9076.jpg,https://avcdn.av.by/advertmedium/0011/6795/9181.jpg,https://avcdn.av.by/advertmedium/0011/6795/9261.jpg";;
Потолочная ручка;9681364780;Peugeot;308;2008;T7;;;;;;;;;;AV156613687;0;Оригинал. Полностью исправна. Хорошее состояние.;20;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0082.jpg,https://avcdn.av.by/advertmedium/0011/6796/0244.jpg";;
Насос омывателя стекла;8603109210;Mazda;CX-5;2015;I;;;;;;;;;;AV101556619;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0096.jpg,https://avcdn.av.by/advertmedium/0011/6796/0254.jpg,https://avcdn.av.by/advertmedium/0011/6796/0356.jpg,https://avcdn.av.by/advertmedium/0011/6796/0511.jpg";;
Крепление правого переднего крыла;1T0821136;"Volkswagen";"Touran";2005;I;;;Бензин;1600;;;МКПП;;;AV103773067;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0093.jpg,https://avcdn.av.by/advertmedium/0011/6796/0152.jpg,https://avcdn.av.by/advertmedium/0011/6796/0219.jpg,https://avcdn.av.by/advertmedium/0011/6796/0319.jpg";;
Потолочная ручка;9681334080;Peugeot;308;2008;T7;;;;;;;;;;AV156613686;0;Оригинал. Полностью исправна. Хорошее состояние.;20;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9981.jpg,https://avcdn.av.by/advertmedium/0011/6796/0014.jpg";;
Пластик салона;3c8867363d;"Volkswagen";Passat CC;2010;I;;;;;;;;;;AV155022053;0;Европа, оригинал. Хорошее состояние;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0005.jpg,https://avcdn.av.by/advertmedium/0011/6796/0172.jpg,https://avcdn.av.by/advertmedium/0011/6796/0259.jpg";;
Левый передний подкрылок;7169413;BMW;X5;2008;E70;;;Дизель;3000;;;;;;AV108356235;0;Оригинал. Без трещин;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0057.jpg,https://avcdn.av.by/advertmedium/0011/6796/0204.jpg,https://avcdn.av.by/advertmedium/0011/6796/0284.jpg,https://avcdn.av.by/advertmedium/0011/6796/0436.jpg";;
Потолочная ручка;9681364780;Peugeot;308;2008;T7;;;;;;;;;;AV156613685;0;Оригинал. Полностью исправна. Хорошее состояние.;20;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9931.jpg,https://avcdn.av.by/advertmedium/0011/6796/0004.jpg";;
Пластик салона;3c8867166d;"Volkswagen";Passat CC;2010;I;;;;;;;;;;AV155022052;0;Европа, оригинал. Хорошее состояние;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9916.jpg,https://avcdn.av.by/advertmedium/0011/6795/9961.jpg,https://avcdn.av.by/advertmedium/0011/6795/9997.jpg";;
Обшивка багажника;85732F1000,85742F1000;Kia;"Sportage";2018;IV;;;;;;;;;;AV101653387;0;Левая, правая. Цена за штуку;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0122.jpg,https://avcdn.av.by/advertmedium/0011/6796/0239.jpg";;
